date,sent_score
2020-07-04,-0.12357190209719014
2020-07-05,-0.12357190209719014
2020-07-06,-0.12357190209719014
2020-07-07,-0.12357190209719014
2020-07-08,-0.12357190209719014
2020-07-09,-0.4628454070986169
2020-07-10,-0.12357190209719014
2020-07-11,0.16785533937839434
2020-07-12,-0.0713759782508168
2020-07-13,-0.12357190209719014
2020-07-14,0.24179956482742326
2020-07-15,-0.019180054404443456
2020-07-16,-0.1757678259435635
2020-07-17,4.091248948497458
2020-07-18,-0.12357190209719014
2020-07-19,-0.12357190209719014
2020-07-20,-0.12357190209719014
2020-07-21,-0.12357190209719014
2020-07-22,0.013442397999539887
2020-07-23,-0.12357190209719014
2020-07-24,-0.12357190209719014
2020-07-25,-0.12357190209719014
2020-07-26,-0.12357190209719014
2020-07-27,0.26789752675060996
2020-07-28,-0.12357190209719014
2020-07-29,-0.12357190209719014
2020-07-30,10.941963953333959
2020-07-31,-0.12357190209719014
2020-08-01,0.33314243155857665
2020-08-02,-0.12357190209719014
2020-08-03,-0.12357190209719014
2020-08-04,-0.12357190209719014
2020-08-05,-0.12357190209719014
2020-08-06,-0.12357190209719014
2020-08-07,0.0721628123267099
2020-08-08,0.5941220507904433
2020-08-09,-0.05832699728922346
2020-08-10,-0.12357190209719014
2020-08-11,-0.12357190209719014
2020-08-12,-0.12357190209719014
2020-08-13,-0.18881680690515681
2020-08-14,-0.12357190209719014
2020-08-15,-0.12357190209719014
2020-08-16,-0.12357190209719014
2020-08-17,-0.12357190209719014
2020-08-18,-0.12357190209719014
2020-08-19,-0.12357190209719014
2020-08-20,-0.12357190209719014
2020-08-21,-0.12357190209719014
2020-08-22,-0.12357190209719014
2020-08-23,-0.12357190209719014
2020-08-24,-0.12357190209719014
2020-08-25,-0.12357190209719014
2020-08-26,-0.30625763555949687
2020-08-27,-0.12357190209719014
2020-08-28,-0.12357190209719014
2020-08-29,-0.12357190209719014
2020-08-30,-0.12357190209719014
2020-08-31,-0.12357190209719014
2020-09-01,-0.12357190209719014
2020-09-02,-0.12357190209719014
2020-09-03,-2.3418986655680576
2020-09-04,-0.12357190209719014
2020-09-05,-2.0287231224898172
2020-09-06,-0.12357190209719014
2020-09-07,-0.12357190209719014
2020-09-08,-1.3501761124869638
2020-09-09,-0.12357190209719014
2020-09-10,1.6771874706026901
2020-09-11,-0.12357190209719014
2020-09-12,-0.12357190209719014
2020-09-13,-0.12357190209719014
2020-09-14,-0.12357190209719014
2020-09-15,-0.12357190209719014
2020-09-16,-1.050049550370317
2020-09-17,-0.12357190209719014
2020-09-18,-0.12357190209719014
2020-09-19,-0.12357190209719014
2020-09-20,-0.12357190209719014
2020-09-21,-0.12357190209719014
2020-09-22,0.09826077424989657
2020-09-23,-0.12357190209719014
2020-09-24,-0.5215658214257869
2020-09-25,-0.12357190209719014
2020-09-26,-3.8294824951896973
2020-09-27,-0.12357190209719014
2020-09-28,-0.12357190209719014
2020-09-29,-0.12357190209719014
2020-09-30,-0.12357190209719014
2020-10-01,-0.032229035366036794
2020-10-02,-0.12357190209719014
2020-10-03,1.9164187882319013
2020-10-04,-0.2932086545979035
2020-10-05,-0.12357190209719014
2020-10-06,-0.12357190209719014
2020-10-07,-0.12357190209719014
2020-10-08,-0.12357190209719014
2020-10-09,0.45058326021291667
2020-10-10,4.848089844269871
2020-10-11,-0.12357190209719014
2020-10-12,-0.12357190209719014
2020-10-13,-0.12357190209719014
2020-10-14,-0.12357190209719014
2020-10-15,-0.12357190209719014
2020-10-16,-0.032229035366036794
2020-10-17,-0.12357190209719014
2020-10-18,-0.12357190209719014
2020-10-19,-0.12357190209719014
2020-10-20,-0.12357190209719014
2020-10-21,-0.12357190209719014
2020-10-22,-2.3223251941256673
2020-10-23,-0.12357190209719014
2020-10-24,-0.12357190209719014
2020-10-25,-0.12357190209719014
2020-10-26,-0.12357190209719014
2020-10-27,0.39838733636654333
2020-10-28,1.5727956229099436
2020-10-29,0.24179956482742326
2020-10-30,-0.12357190209719014
2020-10-31,-0.12357190209719014
2020-11-01,-0.12357190209719014
2020-11-02,-0.12357190209719014
2020-11-03,-0.12357190209719014
2020-11-04,-0.12357190209719014
2020-11-05,-0.12357190209719014
2020-11-06,-0.12357190209719014
2020-11-07,-0.12357190209719014
2020-11-08,-0.12357190209719014
2020-11-09,-0.12357190209719014
2020-11-10,-0.12357190209719014
2020-11-11,-0.12357190209719014
2020-11-12,-0.9978536265239437
2020-11-13,-0.12357190209719014
2020-11-14,-0.12357190209719014
2020-11-15,-0.12357190209719014
2020-11-16,-0.12357190209719014
2020-11-17,-0.12357190209719014
2020-11-18,-0.12357190209719014
2020-11-19,-0.1061732608150657
2020-11-20,-0.12357190209719014
2020-11-21,-0.12357190209719014
2020-11-22,-0.12357190209719014
2020-11-23,-0.12357190209719014
2020-11-24,-0.12357190209719014
2020-11-25,-0.12357190209719014
2020-11-26,-0.34540457844427686
2020-11-27,-0.12357190209719014
2020-11-28,-0.032229035366036794
2020-11-29,-0.12357190209719014
2020-11-30,-0.12357190209719014
2020-12-01,-0.12357190209719014
2020-12-02,-0.12357190209719014
2020-12-03,-0.11704741161639348
2020-12-04,-0.12357190209719014
2020-12-05,0.1852539806605188
2020-12-06,-0.12357190209719014
2020-12-07,-0.12357190209719014
2020-12-08,-0.12357190209719014
2020-12-09,-0.12357190209719014
2020-12-10,-0.12357190209719014
2020-12-11,-0.16271884498197015
2020-12-12,-0.12357190209719014
2020-12-13,-0.12357190209719014
2020-12-14,-0.12357190209719014
2020-12-15,0.1374077171346766
2020-12-16,-2.4984864371071773
2020-12-17,-5.2648704009649645
2020-12-18,-0.12357190209719014
2020-12-19,-0.12357190209719014
2020-12-20,-0.12357190209719014
2020-12-21,-0.12357190209719014
2020-12-22,-0.12357190209719014
2020-12-23,-0.12357190209719014
2020-12-24,-0.12357190209719014
2020-12-25,-0.12357190209719014
2020-12-26,-0.12357190209719014
2020-12-27,-0.12357190209719014
2020-12-28,-0.12357190209719014
2020-12-29,-0.12357190209719014
2020-12-30,-0.12357190209719014
2020-12-31,-0.12357190209719014
2021-01-01,-0.12357190209719014
2021-01-02,-0.12357190209719014
2021-01-03,-0.12357190209719014
2021-01-04,-0.12357190209719014
2021-01-05,0.9333955557918701
2021-01-06,-0.12357190209719014
2021-01-07,0.5941220507904433
2021-01-08,-1.1022454742166905
2021-01-09,-0.12357190209719014
2021-01-10,-0.12357190209719014
2021-01-11,-0.12357190209719014
2021-01-12,-0.12357190209719014
2021-01-13,-0.12357190209719014
2021-01-14,-0.12357190209719014
2021-01-15,-0.12357190209719014
2021-01-16,0.8811996319454967
2021-01-17,-0.12357190209719014
2021-01-18,-0.12357190209719014
2021-01-19,-0.12357190209719014
2021-01-20,-0.12357190209719014
2021-01-21,-0.12357190209719014
2021-01-22,3.412701938494604
2021-01-23,-0.12357190209719014
2021-01-24,-0.12357190209719014
2021-01-25,-0.12357190209719014
2021-01-26,3.2561141669554843
2021-01-27,-0.12357190209719014
2021-01-28,-0.12357190209719014
2021-01-29,-0.12357190209719014
2021-01-30,-0.12357190209719014
2021-01-31,-0.12357190209719014
2021-02-01,-0.12357190209719014
2021-02-02,-0.12357190209719014
2021-02-03,-0.12357190209719014
2021-02-04,10.876719048525992
2021-02-05,-0.12357190209719014
2021-02-06,-0.6585801215225169
2021-02-07,-0.12357190209719014
2021-02-08,-0.12357190209719014
2021-02-09,-0.12357190209719014
2021-02-10,-0.12357190209719014
2021-02-11,-0.12357190209719014
2021-02-12,-0.12357190209719014
2021-02-13,-0.12357190209719014
2021-02-14,-0.12357190209719014
2021-02-15,-0.12357190209719014
2021-02-16,-0.12357190209719014
2021-02-17,-0.12357190209719014
2021-02-18,-0.12357190209719014
2021-02-19,-0.12357190209719014
2021-02-20,-0.12357190209719014
2021-02-21,-0.12357190209719014
2021-02-22,-0.12357190209719014
2021-02-23,-0.12357190209719014
2021-02-24,-0.12357190209719014
2021-02-25,-0.12357190209719014
2021-02-26,-0.12357190209719014
2021-02-27,-0.12357190209719014
2021-02-28,-0.12357190209719014
2021-03-01,-0.12357190209719014
2021-03-02,-0.12357190209719014
2021-03-03,-0.12357190209719014
2021-03-04,-0.12357190209719014
2021-03-05,-0.12357190209719014
2021-03-06,-0.12357190209719014
2021-03-07,-0.12357190209719014
2021-03-08,-0.12357190209719014
2021-03-09,-0.12357190209719014
2021-03-10,-0.12357190209719014
2021-03-11,-0.12357190209719014
2021-03-12,-0.12357190209719014
2021-03-13,-0.12357190209719014
2021-03-14,-0.12357190209719014
2021-03-15,-0.12357190209719014
2021-03-16,-0.12357190209719014
2021-03-17,-0.12357190209719014
2021-03-18,-0.12357190209719014
2021-03-19,-0.12357190209719014
2021-03-20,-0.12357190209719014
2021-03-21,-0.12357190209719014
2021-03-22,-0.12357190209719014
2021-03-23,-0.12357190209719014
2021-03-24,-0.12357190209719014
2021-03-25,-0.12357190209719014
2021-03-26,1.2335221179085167
2021-03-27,-0.12357190209719014
2021-03-28,-0.12357190209719014
2021-03-29,-0.12357190209719014
2021-03-30,-0.12357190209719014
2021-03-31,-0.12357190209719014
2021-04-01,0.9333955557918701
2021-04-02,3.203918243109111
2021-04-03,-0.12357190209719014
2021-04-04,-0.12357190209719014
2021-04-05,-0.12357190209719014
2021-04-06,-0.12357190209719014
2021-04-07,-0.12357190209719014
2021-04-08,-0.12357190209719014
2021-04-09,-0.12357190209719014
2021-04-10,1.7685303373338435
2021-04-11,-0.12357190209719014
2021-04-12,-0.12357190209719014
2021-04-13,-0.12357190209719014
2021-04-14,-0.12357190209719014
2021-04-15,-0.12357190209719014
2021-04-16,-0.12357190209719014
2021-04-17,5.3570001017720115
2021-04-18,-0.12357190209719014
2021-04-19,-0.12357190209719014
2021-04-20,-0.12357190209719014
2021-04-21,-0.12357190209719014
2021-04-22,-0.12357190209719014
2021-04-23,-0.12357190209719014
2021-04-24,-0.12357190209719014
2021-04-25,-0.12357190209719014
2021-04-26,-0.12357190209719014
2021-04-27,-0.12357190209719014
2021-04-28,-0.2149147688283435
2021-04-29,-0.12357190209719014
2021-04-30,-0.12357190209719014
2021-05-01,-0.12357190209719014
2021-05-02,-0.12357190209719014
2021-05-03,-0.12357190209719014
2021-05-04,-0.12357190209719014
2021-05-05,-0.12357190209719014
2021-05-06,-0.12357190209719014
2021-05-07,-0.12357190209719014
2021-05-08,-0.12357190209719014
2021-05-09,-0.12357190209719014
2021-05-10,-0.12357190209719014
2021-05-11,5.774567492542998
2021-05-12,-1.9504292367202574
2021-05-13,-0.08442495921241014
2021-05-14,0.37228937444335664
2021-05-15,-0.8804127978696037
2021-05-16,-0.12357190209719014
2021-05-17,-0.12357190209719014
2021-05-18,-0.12357190209719014
2021-05-19,-0.12357190209719014
2021-05-20,-0.12357190209719014
2021-05-21,-0.12357190209719014
2021-05-22,-0.12357190209719014
2021-05-23,-0.12357190209719014
2021-05-24,-0.12357190209719014
2021-05-25,0.91382208434948
2021-05-26,0.27442201723140663
2021-05-27,-0.12357190209719014
2021-05-28,-0.12357190209719014
2021-05-29,-0.12357190209719014
2021-05-30,-0.12357190209719014
2021-05-31,-0.12357190209719014
2021-06-01,-0.12357190209719014
2021-06-02,-0.12357190209719014
2021-06-03,-0.12357190209719014
2021-06-04,-0.12357190209719014
2021-06-05,-0.12357190209719014
2021-06-06,-0.12357190209719014
2021-06-07,-0.12357190209719014
2021-06-08,-0.12357190209719014
2021-06-09,1.3052915131972802
2021-06-10,-0.12357190209719014
2021-06-11,-0.12357190209719014
2021-06-12,-0.12357190209719014
2021-06-13,-0.12357190209719014
2021-06-14,-0.12357190209719014
2021-06-15,-0.12357190209719014
2021-06-16,-0.05832699728922346
2021-06-17,-0.12357190209719014
2021-06-18,1.7554813563722502
2021-06-19,6.139938959467612
2021-06-20,-0.12357190209719014
2021-06-21,-0.12357190209719014
2021-06-22,-0.12357190209719014
2021-06-23,-0.12357190209719014
2021-06-24,-0.12357190209719014
2021-06-25,-0.12357190209719014
2021-06-26,-0.12357190209719014
2021-06-27,-0.12357190209719014
2021-06-28,-0.12357190209719014
2021-06-29,-0.12357190209719014
2021-06-30,-0.12357190209719014
2021-07-01,-0.12357190209719014
2021-07-02,-0.12357190209719014
2021-07-03,-0.10399843065480015
2021-07-04,-0.12357190209719014
2021-07-05,-0.12357190209719014
2021-07-06,-0.012655563923646787
2021-07-07,-0.12357190209719014
2021-07-08,-0.12357190209719014
2021-07-09,-1.8877941281046093
2021-07-10,-0.12357190209719014
2021-07-11,-0.12357190209719014
2021-07-12,-0.12357190209719014
2021-07-13,-0.2997331450787002
2021-07-14,0.34619141252016994
2021-07-15,-0.12357190209719014
2021-07-16,-0.12357190209719014
2021-07-17,-0.12357190209719014
2021-07-18,-0.12357190209719014
2021-07-19,-0.12357190209719014
2021-07-20,0.20265262194264327
2021-07-21,-0.12357190209719014
2021-07-22,-0.01483039408391235
2021-07-23,-0.11052292113559681
2021-07-24,-0.8673638169080103
2021-07-25,-0.12357190209719014
2021-07-26,-0.12357190209719014
2021-07-27,1.8663976945457936
2021-07-28,-0.12357190209719014
2021-07-29,-0.18229231642436017
2021-07-30,-0.12357190209719014
2021-07-31,-0.09747394017400347
2021-08-01,-0.12357190209719014
2021-08-02,-0.12357190209719014
2021-08-03,0.3200934505969833
2021-08-04,-0.12357190209719014
2021-08-05,-0.6890277437662347
2021-08-06,-0.12357190209719014
2021-08-07,-0.12357190209719014
2021-08-08,-0.12357190209719014
2021-08-09,-0.0713759782508168
2021-08-10,-0.12357190209719014
2021-08-11,-0.12357190209719014
2021-08-12,-0.12357190209719014
2021-08-13,-0.12357190209719014
2021-08-14,-0.12357190209719014
2021-08-15,-0.12357190209719014
2021-08-16,-0.12357190209719014
2021-08-17,-0.12357190209719014
2021-08-18,-0.0909494496932068
2021-08-19,-0.09747394017400347
2021-08-20,-0.12357190209719014
2021-08-21,-0.11704741161639348
2021-08-22,-0.12357190209719014
2021-08-23,-0.12357190209719014
2021-08-24,-0.12357190209719014
2021-08-25,-0.03875352584683346
2021-08-26,-0.0909494496932068
2021-08-27,-0.12357190209719014
2021-08-28,-0.04527801632763013
2021-08-29,-0.12357190209719014
2021-08-30,-0.12357190209719014
2021-08-31,-0.12357190209719014
2021-09-01,4.456620415422071
2021-09-02,-0.12357190209719014
2021-09-03,1.1943751750237368
2021-09-04,4.908985088757307
2021-09-05,-0.12357190209719014
2021-09-06,1.3183404941588734
2021-09-07,-0.18881680690515681
2021-09-08,-0.12357190209719014
2021-09-09,-0.12357190209719014
2021-09-10,1.7685303373338435
2021-09-11,0.5941220507904433
2021-09-12,-0.12357190209719014
2021-09-13,-0.12357190209719014
2021-09-14,-0.09747394017400347
2021-09-15,-0.12357190209719014
2021-09-16,-0.11704741161639348
2021-09-17,-0.12357190209719014
2021-09-18,-0.12357190209719014
2021-09-19,-0.12357190209719014
2021-09-20,-0.12357190209719014
2021-09-21,-0.12357190209719014
2021-09-22,-0.12357190209719014
2021-09-23,-0.12357190209719014
2021-09-24,6.152987940429205
2021-09-25,-0.12357190209719014
2021-09-26,-0.12357190209719014
2021-09-27,-0.12357190209719014
2021-09-28,-0.12357190209719014
2021-09-29,-0.12357190209719014
2021-09-30,-0.12357190209719014
2021-10-01,-0.11704741161639348
2021-10-02,-0.12792156241772126
2021-10-03,-0.12357190209719014
2021-10-04,-0.12357190209719014
2021-10-05,-0.0713759782508168
2021-10-06,-0.12357190209719014
2021-10-07,-0.12357190209719014
2021-10-08,3.216967224070704
2021-10-09,-0.7629719692152637
2021-10-10,-0.12357190209719014
2021-10-11,-0.12357190209719014
2021-10-12,-0.12357190209719014
2021-10-13,-0.12357190209719014
2021-10-14,-0.12357190209719014
2021-10-15,-0.12357190209719014
2021-10-16,-0.11052292113559681
2021-10-17,-0.12357190209719014
2021-10-18,-0.12357190209719014
2021-10-19,0.17655466001945658
2021-10-20,-0.12357190209719014
2021-10-21,0.1961281314618466
2021-10-22,-0.12357190209719014
2021-10-23,-0.24101273075153018
2021-10-24,-0.12357190209719014
2021-10-25,-0.12357190209719014
2021-10-26,-0.12357190209719014
2021-10-27,-0.12357190209719014
2021-10-28,-0.12357190209719014
2021-10-29,-0.12357190209719014
2021-10-30,-0.12357190209719014
2021-10-31,-0.12357190209719014
2021-11-01,-0.12357190209719014
2021-11-02,-0.12357190209719014
2021-11-03,-0.12357190209719014
2021-11-04,-0.12357190209719014
2021-11-05,-0.12357190209719014
2021-11-06,-0.12357190209719014
2021-11-07,-0.12357190209719014
2021-11-08,-0.12357190209719014
2021-11-09,-0.12357190209719014
2021-11-10,-0.12357190209719014
2021-11-11,-0.12357190209719014
2021-11-12,-0.0713759782508168
2021-11-13,-0.12357190209719014
2021-11-14,-0.12357190209719014
2021-11-15,-0.12357190209719014
2021-11-16,-0.12357190209719014
2021-11-17,-0.12357190209719014
2021-11-18,-0.08442495921241014
2021-11-19,-0.12357190209719014
2021-11-20,-5.564996963081611
2021-11-21,-0.12357190209719014
2021-11-22,-0.12357190209719014
2021-11-23,-0.12357190209719014
2021-11-24,-0.12357190209719014
2021-11-25,-0.12357190209719014
2021-11-26,-0.12357190209719014
2021-11-27,-0.12357190209719014
2021-11-28,-0.12357190209719014
2021-11-29,-0.12357190209719014
2021-11-30,-0.12357190209719014
2021-12-01,-0.12357190209719014
2021-12-02,-0.012655563923646787
2021-12-03,-0.12357190209719014
2021-12-04,-0.10399843065480015
2021-12-05,-0.12357190209719014
2021-12-06,-0.12357190209719014
2021-12-07,-0.0909494496932068
2021-12-08,-0.16271884498197015
2021-12-09,-0.08442495921241014
2021-12-10,-0.12357190209719014
2021-12-11,-0.12357190209719014
2021-12-12,-0.12357190209719014
2021-12-13,-0.12357190209719014
2021-12-14,0.45058326021291667
2021-12-15,-0.12357190209719014
2021-12-16,-0.9587066836391638
2021-12-17,-0.12357190209719014
2021-12-18,-0.12357190209719014
2021-12-19,-0.12357190209719014
2021-12-20,-0.12357190209719014
2021-12-21,-0.12357190209719014
2021-12-22,-0.11704741161639348
2021-12-23,-0.14314537353958015
2021-12-24,-0.12357190209719014
2021-12-25,-0.12357190209719014
2021-12-26,-0.12357190209719014
2021-12-27,-0.12357190209719014
2021-12-28,-0.12357190209719014
2021-12-29,0.3592403934817633
2021-12-30,-0.09747394017400347
2021-12-31,3.125624357339551
2022-01-01,-0.12357190209719014
2022-01-02,-0.12357190209719014
2022-01-03,-0.12357190209719014
2022-01-04,-0.04527801632763013
2022-01-05,-0.05832699728922346
2022-01-06,-0.12357190209719014
2022-01-07,-0.12357190209719014
2022-01-08,-0.12357190209719014
2022-01-09,-0.12357190209719014
2022-01-10,-0.12357190209719014
2022-01-11,-0.11052292113559681
2022-01-12,-0.11052292113559681
2022-01-13,-0.12357190209719014
2022-01-14,-0.12357190209719014
2022-01-15,-0.12357190209719014
2022-01-16,-0.12357190209719014
2022-01-17,-0.12357190209719014
2022-01-18,-0.12357190209719014
2022-01-19,-0.0713759782508168
2022-01-20,-0.09747394017400347
2022-01-21,-0.12357190209719014
2022-01-22,-0.12357190209719014
2022-01-23,-0.12357190209719014
2022-01-24,-0.12357190209719014
2022-01-25,-0.12357190209719014
2022-01-26,-0.12357190209719014
2022-01-27,-0.12357190209719014
2022-01-28,-0.12357190209719014
2022-01-29,-0.12357190209719014
2022-01-30,-0.12357190209719014
2022-01-31,-0.12357190209719014
2022-02-01,-0.12357190209719014
2022-02-02,-0.12357190209719014
2022-02-03,-0.08442495921241014
2022-02-04,-0.12357190209719014
2022-02-05,-0.12357190209719014
2022-02-06,-0.12357190209719014
2022-02-07,-0.12357190209719014
2022-02-08,-0.12357190209719014
2022-02-09,-0.12357190209719014
2022-02-10,0.6071710317520367
2022-02-11,-0.12357190209719014
2022-02-12,0.0721628123267099
2022-02-13,-0.12357190209719014
2022-02-14,-0.12357190209719014
2022-02-15,-0.12357190209719014
2022-02-16,-0.12357190209719014
2022-02-17,1.1291302702157702
2022-02-18,-0.12357190209719014
2022-02-19,-0.0909494496932068
2022-02-20,-0.12357190209719014
2022-02-21,-0.12357190209719014
2022-02-22,-0.12357190209719014
2022-02-23,-0.12357190209719014
2022-02-24,-0.12357190209719014
2022-02-25,-0.12357190209719014
2022-02-26,-0.12357190209719014
2022-02-27,-0.12357190209719014
2022-02-28,-0.12357190209719014
2022-03-01,-0.12357190209719014
2022-03-02,-0.12357190209719014
2022-03-03,-0.12357190209719014
2022-03-04,-0.019180054404443456
2022-03-05,-0.032229035366036794
2022-03-06,-0.12357190209719014
2022-03-07,-0.12357190209719014
2022-03-08,-0.12357190209719014
2022-03-09,-0.04527801632763013
2022-03-10,-0.12357190209719014
2022-03-11,-0.12357190209719014
2022-03-12,-0.12357190209719014
2022-03-13,-0.1561943545011735
2022-03-14,-0.12357190209719014
2022-03-15,0.1504566980962699
2022-03-16,-0.12357190209719014
2022-03-17,-0.12357190209719014
2022-03-18,-0.12357190209719014
2022-03-19,-0.12357190209719014
2022-03-20,-0.12357190209719014
2022-03-21,-0.12357190209719014
2022-03-22,-0.12357190209719014
2022-03-23,-0.09747394017400347
2022-03-24,-0.12357190209719014
2022-03-25,-0.12357190209719014
2022-03-26,-0.0713759782508168
2022-03-27,-0.12357190209719014
2022-03-28,-0.12357190209719014
2022-03-29,0.019966888480336554
2022-03-30,-0.12357190209719014
2022-03-31,-0.12357190209719014
2022-04-01,-0.12357190209719014
2022-04-02,-0.12357190209719014
2022-04-03,-0.12357190209719014
2022-04-04,-0.12357190209719014
2022-04-05,-0.12357190209719014
2022-04-06,-0.12357190209719014
2022-04-07,-0.12357190209719014
2022-04-08,-0.12357190209719014
2022-04-09,-0.12357190209719014
2022-04-10,-0.12357190209719014
2022-04-11,-0.12357190209719014
2022-04-12,-0.12357190209719014
2022-04-13,-0.12357190209719014
2022-04-14,-0.18881680690515681
2022-04-15,-0.12357190209719014
2022-04-16,-0.12357190209719014
2022-04-17,-0.12357190209719014
2022-04-18,-0.12357190209719014
2022-04-19,-0.12357190209719014
2022-04-20,-0.12357190209719014
2022-04-21,-0.12357190209719014
2022-04-22,-0.12357190209719014
2022-04-23,-0.05832699728922346
2022-04-24,-0.12357190209719014
2022-04-25,-0.12357190209719014
2022-04-26,-0.18881680690515681
2022-04-27,-0.09747394017400347
2022-04-28,-0.04527801632763013
2022-04-29,-0.12357190209719014
2022-04-30,-0.14966986402037682
2022-05-01,-0.05832699728922346
2022-05-02,-0.1561943545011735
2022-05-03,-0.12357190209719014
